epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
116,4068.96,0.48057,0.35105,0.9142,0.88779,0.99191,0.92248,0.69153,1.01585,0.49672,0.67427,0.00071806,0.00071806,0.00071806
117,4100.55,0.4765,0.34651,0.90658,0.90016,0.9871,0.91689,0.67942,1.02508,0.49222,0.68222,0.000709809,0.000709809,0.000709809
118,4135.01,0.46424,0.34759,0.90043,0.9003,0.98476,0.91749,0.68865,0.97699,0.51566,0.68243,0.000701557,0.000701557,0.000701557
119,4161.28,0.47592,0.35737,0.90751,0.88666,0.98476,0.92626,0.6951,0.99158,0.48318,0.66378,0.000693305,0.000693305,0.000693305
120,4192.8,0.48404,0.36109,0.91182,0.89884,0.98476,0.93601,0.7167,0.95716,0.48162,0.66214,0.000685054,0.000685054,0.000685054
121,4224.54,0.47858,0.33903,0.90615,0.89853,0.98476,0.92487,0.69762,0.99305,0.48603,0.66405,0.000676802,0.000676802,0.000676802
122,4259.13,0.48498,0.35247,0.91433,0.88713,0.98115,0.91272,0.68343,1.01173,0.50443,0.67017,0.00066855,0.00066855,0.00066855
123,4291.18,0.47219,0.33755,0.90326,0.88753,0.98476,0.90894,0.67282,1.02676,0.51908,0.68137,0.000660299,0.000660299,0.000660299
124,4317.64,0.47973,0.34479,0.91401,0.88229,0.9939,0.91866,0.69173,1.00016,0.50162,0.66115,0.000652047,0.000652047,0.000652047
125,4349.36,0.47198,0.33851,0.89532,0.88192,0.98478,0.90722,0.68761,1.01076,0.52347,0.65849,0.000643795,0.000643795,0.000643795
126,4383.93,0.46814,0.33903,0.91073,0.88822,0.99184,0.91272,0.68826,0.96501,0.50764,0.65342,0.000635544,0.000635544,0.000635544
127,4415.49,0.45558,0.32767,0.90367,0.89658,0.9878,0.91644,0.6828,1.05054,0.5282,0.65739,0.000627292,0.000627292,0.000627292
128,4441.89,0.46377,0.3281,0.90565,0.89759,0.9878,0.92041,0.69083,1.01189,0.50098,0.66759,0.00061904,0.00061904,0.00061904
129,4473.57,0.46268,0.31961,0.90112,0.89724,0.98476,0.9235,0.67844,1.01354,0.49251,0.66572,0.000610789,0.000610789,0.000610789
130,4507.99,0.45963,0.3185,0.90135,0.89972,0.98476,0.92089,0.6815,1.00109,0.50417,0.6823,0.000602537,0.000602537,0.000602537
131,4539.56,0.4572,0.33703,0.91377,0.88529,0.98476,0.92656,0.69212,0.94128,0.51083,0.67665,0.000594286,0.000594286,0.000594286
132,4571.3,0.45683,0.33008,0.9072,0.90545,0.98476,0.93034,0.70331,0.98574,0.47543,0.66389,0.000586034,0.000586034,0.000586034
133,4603.02,0.46699,0.32926,0.90267,0.90285,0.98476,0.92622,0.69373,0.9872,0.48269,0.67243,0.000577782,0.000577782,0.000577782
134,4637.31,0.46932,0.33895,0.89944,0.89691,0.9878,0.92187,0.69813,0.9795,0.48229,0.65402,0.000569531,0.000569531,0.000569531
135,4669.38,0.45057,0.32675,0.89397,0.89595,0.98476,0.91892,0.69654,0.9977,0.48394,0.65265,0.000561279,0.000561279,0.000561279
136,4695.49,0.46667,0.33026,0.90294,0.90031,0.98476,0.91976,0.69736,0.97028,0.46545,0.65259,0.000553027,0.000553027,0.000553027
137,4727.06,0.46383,0.32865,0.90022,0.89814,0.98721,0.91668,0.70086,0.95842,0.49617,0.64924,0.000544776,0.000544776,0.000544776
138,4761.46,0.46781,0.32593,0.8986,0.89615,0.98476,0.91715,0.69166,0.98664,0.49023,0.65632,0.000536524,0.000536524,0.000536524
139,4793.38,0.45882,0.33714,0.89925,0.89913,0.98476,0.91849,0.67788,1.0504,0.49428,0.6735,0.000528272,0.000528272,0.000528272
140,4824.91,0.46664,0.33698,0.90845,0.90304,0.98381,0.91864,0.67238,1.05513,0.50025,0.67451,0.000520021,0.000520021,0.000520021
141,4856.58,0.48334,0.32979,0.90524,0.9046,0.98171,0.91962,0.68272,1.02643,0.50146,0.67053,0.000511769,0.000511769,0.000511769
142,4891.35,0.47408,0.33104,0.90978,0.90449,0.98171,0.9204,0.68446,1.02473,0.50757,0.67247,0.000503517,0.000503517,0.000503517
